,Medium,Classification,Title,Artist,ConstituentID,ThumbnailURL,class_color
47040,Thirty-two gelatin silver prints,Photograph,Blondes/Brunettes,William Wegman,6281,http://www.moma.org/media/W1siZiIsIjEzMzM0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=741493e852b9fbbd,blue
47047,Physionotrace engraving,Photograph,Portrait of M. Martin,Charles Boily,642,http://www.moma.org/media/W1siZiIsIjIxMzQzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5d7db9919ba72101,blue
47059,"Albumen silver and gelatin silver prints with applied color, graphite, and human hair shaped with petroleum jelly and attached with glue and nail polish",Photograph,Dolphin Leaping Through a Hoop of Fire/Sporting a Sputnik/ Study for Dolphin & Sputnik,Gary Stephen Brotmeyer,803,http://www.moma.org/media/W1siZiIsIjIyOTE1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4924279699965551,blue
47068,Albumen silver print by an unknown photographer with shell and pencil attached,Photograph,Peter,Gary Stephen Brotmeyer,803,http://www.moma.org/media/W1siZiIsIjQ1MzQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=9e6c091ca56adfde,blue
47142,Collage of gelatin silver prints,Photograph,Accumulation of Nets (No. 7),Yayoi Kusama,3315,http://www.moma.org/media/W1siZiIsIjMzMDY0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b9150ba4f73ad9b4,blue
47154,"Gelatin silver print, printed c. 1995",Photograph,New York,Helen Levitt,3520,http://www.moma.org/media/W1siZiIsIjE4NjcwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=87174c9563189d04,blue
47161,Chromogenic color print and blueprint,Photograph,Ellipse/Tide,Lewis deSoto,1446,http://www.moma.org/media/W1siZiIsIjI0MDc1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3f51c2e922dfb3d8,blue
47217,Black and white instant prints (Polaroids),Photograph,Nine Polaroid Photographs of a Mirror,William Anastasi,155,http://www.moma.org/media/W1siZiIsIjMwNDI1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b8f50c27f39a535b,blue
47228,"Dye transfer print, printed 1986",Photograph,"Algiers, Louisiana",William Eggleston,1690,http://www.moma.org/media/W1siZiIsIjQ0MzgyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d3dab017e00741a4,blue
47289,Salted paper print from a glass-plate negative,Photograph,New Imperial Library (Door),Édouard-Denis Baldus,308,http://www.moma.org/media/W1siZiIsIjM5MzQ1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=69eacf63ed2459e8,blue
47338,Albumen silver print from a glass-plate negative,Photograph,Study of a Bull with Handler,Adolphe Braun,749,http://www.moma.org/media/W1siZiIsIjIxMzQ0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=37d7139d2df984b7,blue
47356,"Gelatin silver print, printed 1976",Photograph,"Arches, North Court, Mission San Xavier Del Bac, Tucson, Arizona",Ansel Adams,60,http://www.moma.org/media/W1siZiIsIjE5ODAwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=55489bf7c0e28f45,blue
47367,"Gelatin silver print, printed 1965",Photograph,Dorothea Lange's Mother,Dorothea Lange,3373,http://www.moma.org/media/W1siZiIsIjMzNzU3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=da8906a2e1aab85d,blue
47420,"Gelatin silver print, printed February 1985",Photograph,Dorothea and Luis,Joan Albert,99,http://www.moma.org/media/W1siZiIsIjI0MDc2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ef56103d711081c2,blue
47458,Carbon print from an enlarged negative,Photograph,"A Wet Day on the Boulevard, Paris",Alfred Stieglitz,5664,http://www.moma.org/media/W1siZiIsIjM5MzQ2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3ff9e5fba395b191,blue
47464,"Gelatin silver print, printed c. 1974",Photograph,"Eagle Peak and Middle Brother, Winter, Yosemite Valley, California",Ansel Adams,60,http://www.moma.org/media/W1siZiIsIjE2OTEyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fcfc26691888eb0e,blue
47484,Collage of black and white instant prints attached to composite board with staples,Photograph,"The S.S. Copyright Project : ""On Photography""",Robert Heinecken,2578,http://www.moma.org/media/W1siZiIsIjI1NzE2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1a809f2324194862,blue
47551,"Gelatin silver print, printed 1975",Photograph,"Juliette Greco and Erskine Caldwell, Paris",Emmy Andriesse,181,http://www.moma.org/media/W1siZiIsIjIwMTU3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=24af7b05159f3dc3,blue
47552,"Gelatin silver print, printed c. 1975",Photograph,"Aspens, Dawn, Autumn, Dolores River Canyon, Colorado",Ansel Adams,60,http://www.moma.org/media/W1siZiIsIjE5NDg1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b19ea3c4054e2162,blue
47608,"Gelatin silver print, printed 1979",Photograph,"Afternoon Clouds near Kings-Kern Divide, Sequoia National Park, California",Ansel Adams,60,http://www.moma.org/media/W1siZiIsIjE5NDkwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=211bc0ed2fe2ecf6,blue
47731,"Chromogenic color print, printed 1981",Photograph,Boy with a Bluefish,Joel Meyerowitz,3957,http://www.moma.org/media/W1siZiIsIjI0MDc4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2f4828addd8816e6,blue
47842,Gelatin silver print with oil pencil in mylar overlay machine stitched to mount with artist's hair,Photograph,Scratchy Alligator,Bea Nettles,4270,http://www.moma.org/media/W1siZiIsIjIzMzQyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea4053cbf5169709,blue
47895,"Gelatin silver print, printed c. 1930",Photograph,"Sun Rays, Paula, Berlin",Alfred Stieglitz,5664,http://www.moma.org/media/W1siZiIsIjUwNDAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=31bd5e725cd1d71f,blue
47901,Composite printing,Photograph,The House of the Past,Clarence John Laughlin,3406,http://www.moma.org/media/W1siZiIsIjI1MTE4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b89d437f27f3b3f5,blue
48023,"Gelatin silver print, printed c. 1960",Photograph,"English Camp, No. 11",Darius Kinsey,3110,http://www.moma.org/media/W1siZiIsIjIxMzQ4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3aa5d1e28da2a869,blue
48061,"Gelatin silver print, printed 1937",Photograph,An Oath,Aleksandr Rodchenko,4975,http://www.moma.org/media/W1siZiIsIjE3MjE2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f80de7158fa25f11,blue
48087,"Gelatin silver print, printed 1957",Photograph,Reporter Office at 301 Mulberry Street,Jacob August Riis,4928,http://www.moma.org/media/W1siZiIsIjE5MjQwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=39b27a0b724041fb,blue
48103,"Gelatin silver print, printed 1949",Photograph,"Migrant Mother, Nipomo, California",Dorothea Lange,3373,http://www.moma.org/media/W1siZiIsIjE3Mjc4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f4043236902b03b4,blue
48206,Autotype,Photograph,View of the Acropolis from Museum Hill,William James Stillman,5667,http://www.moma.org/media/W1siZiIsIjM0OTU1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8f0019228e75d180,blue
48237,"Gelatin silver print (toned, with hand-applied acrylic paint)",Photograph,Bouquet,Gary Stephen Brotmeyer,803,http://www.moma.org/media/W1siZiIsIjIxMzUxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1fa150d4ec910fed,blue
48260,Gelatin silver print (with hand-applied acrylic paint),Photograph,#187 (Boy with escape rope),Gary Stephen Brotmeyer,803,http://www.moma.org/media/W1siZiIsIjE4ODU5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f90760bc885f8e96,blue
48494,Fourteen gelatin silver prints and one watercolor on paper,Photograph,"Weight of the Earth, Part I",David Wojnarowicz,6623,http://www.moma.org/media/W1siZiIsIjMxNDM2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8b01d5d3631e817d,blue
48529,Gelatin silver print (treated with watercolor),Photograph,Stairwell from the series Homeless,Carl Pope,6923,http://www.moma.org/media/W1siZiIsIjI0NTQzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=794cdf3329b6ed73,blue
48531,Gelatin silver print (with hand-applied ink marker),Photograph,Assault,Jeffrey Wolin,6431,http://www.moma.org/media/W1siZiIsIjIwNTc0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=60a123e776d70190,blue
48536,"Gelatin silver print, printed 1973",Photograph,Kentucky,William Gedney,2105,http://www.moma.org/media/W1siZiIsIjE5ODA4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=34aa55147b03c4ee,blue
48547,Gelatin silver print (selectively toned),Photograph,Cross-Section of a Nutmeg,Denis Brihat,779,http://www.moma.org/media/W1siZiIsIjIzOTU0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bc3c10da990b126c,blue
48548,"Dye transfer print, printed 1982",Photograph,Zuma #29,John Divola,1558,http://www.moma.org/media/W1siZiIsIjEzNjE1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=694f1e8b03fe6585,blue
48589,Albumen silver print from glass-plate negatives,Photograph,"The Great Wave, Sète",Gustave Le Gray,3429,http://www.moma.org/media/W1siZiIsIjM5MTcwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3ac3609fbbfa5ad3,blue
48594,"Gelatin silver print, printed April 1973",Photograph,"Knoxville, Tennessee",William Gedney,2105,http://www.moma.org/media/W1siZiIsIjE4NjczNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c708549a9c268ad8,blue
48613,"Gelatin silver print, printed September 1972",Photograph,"Knoxville, Tennessee",William Gedney,2105,http://www.moma.org/media/W1siZiIsIjE4NjczNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=10ff944c141e41b0,blue
48790,"Gelatin silver print (bromide, paper dyed blue)",Photograph,Ilya Tolstoy,Irving Austin,245,http://www.moma.org/media/W1siZiIsIjIxOTU4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=41ef39ebf0657628,blue
48813,Gum bichromate on vinyl,Photograph,Fruit,Scott Hyde,2789,http://www.moma.org/media/W1siZiIsIjIxNjQ2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c623e557a170e040,blue
48823,Photomontage,Photograph,The Reality of Our Plan is Active People,Mikhail Razulevich,7912,http://www.moma.org/media/W1siZiIsIjIzMjM1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e4c0c72878fe927f,blue
48831,"Gelatin silver print (bromide, with chemical toning)",Photograph,Portrait,Naomi Savage,5183,http://www.moma.org/media/W1siZiIsIjIxMjU0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=596ece2ca23d7191,blue
48851,"Photo etching, printed by intaglio",Photograph,Profile,Naomi Savage,5183,http://www.moma.org/media/W1siZiIsIjIxMjU0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f21ae890b1e5a257,blue
48875,"Albumen silver print, printed 1864",Photograph,Roslin Chapel,Roger Fenton,1847,http://www.moma.org/media/W1siZiIsIjI2MTMxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3db8032c14a9bedc,blue
48913,Platinum and ferroprussiate print,Photograph,"Moonrise—Mamaroneck, New York",Edward Steichen,5623,http://www.moma.org/media/W1siZiIsIjM5MTcwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4f0a818d11632ca6,blue
48970,"Five gelatin silver prints, printed 1991",Photograph,Pan Am Scan,Ian Wallace,7914,http://www.moma.org/media/W1siZiIsIjIyMjE3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=54469de12dd6d68b,blue
49036,"Gelatin silver prints (toned, ortho film, wood, adhesive and plexiglass)",Photograph,Double Rembrandt with Steps,Mike and Doug Starn,7707,http://www.moma.org/media/W1siZiIsIjMxNjk3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8aba0596f943356c,blue
49045,Albumen print,Photograph,A Good Joke,Alfred Stieglitz,5664,http://www.moma.org/media/W1siZiIsIjIyMDQwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2a5dd8d179ac4a05,blue
49092,Photoglyphic engraving,Photograph,Wheat,William Henry Fox Talbot,5791,http://www.moma.org/media/W1siZiIsIjU4NDEyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d9f0ecfa88ac6b86,blue
49144,"Gelatin silver print, printed 1997",Photograph,Food for the Spirit #1,Adrian Piper,7017,http://www.moma.org/media/W1siZiIsIjE1NjYzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=628a5b2fbec377bc,blue
49167,"Gelatin silver print, printed c. 1977",Photograph,"Mount Clarence King, Kings Canyon National Park, California",Ansel Adams,60,http://www.moma.org/media/W1siZiIsIjE5ODEyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0ef4f6858054ae58,blue
49179,Direct carbon print,Photograph,"Mrs. Condé Nast, Paris",Edward Steichen,5623,http://www.moma.org/media/W1siZiIsIjE2Nzg1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aeff042bf0d79cd0,blue
49387,"Photogravure from Camera Work, October 1905",Photograph,"Winter, Fifth Avenue",Alfred Stieglitz,5664,http://www.moma.org/media/W1siZiIsIjYwMTYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=b9c0af9d354ededc,blue
49424,Gelatin silver print (sepia-toned),Photograph,Two Women at K-Mart,Roger Minick,4005,http://www.moma.org/media/W1siZiIsIjEzMzc2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=95327cdf6ce4ed32,blue
49486,Gelatin silver prints and chalk on board,Photograph,"Conversions I:  Light, Reflections, Self-Control",Vito Acconci,53,http://www.moma.org/media/W1siZiIsIjMwMzYyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5750c24623c81b48,blue
49562,"Photogravure, printed 1931",Photograph,La Ville  from the portfolio Electricité,Man Ray (Emmanuel Radnitzky),3716,http://www.moma.org/media/W1siZiIsIjE4NDI0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=72c404973df56a44,blue
49641,Photogravure on Japanese paper,Photograph,"Going to the Post, Morris Park",Alfred Stieglitz,5664,http://www.moma.org/media/W1siZiIsIjYxNzIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=349ca53551471f21,blue
49714,"Gelatin silver print, printed c. 1950",Photograph,"Seville, Spain",Henri Cartier-Bresson,1000,http://www.moma.org/media/W1siZiIsIjEyODA1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=be499484c69a0500,blue
49934,"Gelatin silver print, printed c. 1980",Photograph,Bottle,Kati Horna,6916,http://www.moma.org/media/W1siZiIsIjIxMzY1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=919d7cd802966145,blue
50147,Cyanotype (photogram),Photograph,Polypodium Phegopteris,Anna Atkins,231,http://www.moma.org/media/W1siZiIsIjIwNzI1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5e2cc52e98f81e42,blue
50172,Collage of albumen silver prints,Photograph,Ernestine Souvenir,Mathew B. Brady (studio of),734,http://www.moma.org/media/W1siZiIsIjIwMTYyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f85a0e6f5521077a,blue
50212,Palladium and ferroprussiate print,Photograph,"Wheelbarrow with Flower Pots, France",Edward Steichen,5623,http://www.moma.org/media/W1siZiIsIjE0Mzg0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=de8846d1ed5a4509,blue
50270,"Gelatin silver print, printed 1955",Photograph,"Damaged Child, Shacktown, Elm Grove, Oklahoma",Dorothea Lange,3373,http://www.moma.org/media/W1siZiIsIjIxNzgzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f962172477c5744f,blue
50289,Serigraph,Photograph,Starry Night Variation Number Two,Betty Hahn,2452,http://www.moma.org/media/W1siZiIsIjE5OTMyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=41fce47bdb7cb058,blue
50355,Photolithograph,Photograph,Portal of the Church of Neuviller (Alsace),Henri Le Secq,3434,http://www.moma.org/media/W1siZiIsIjIwODkzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c684ab2a69a7aa6,blue
50522,Color instant print (Polaroid Polacolor),Photograph,Construct I-F,Barbara Kasten,3011,http://www.moma.org/media/W1siZiIsIjIxNjY4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e22df9ce9fa21fb1,blue
50545,"Gelatin silver print, printed 1960s",Photograph,Coal-Searcher Going Home to Jarrow,Bill Brandt,740,http://www.moma.org/media/W1siZiIsIjE4NDI3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c52e9ff8eac3df95,blue
50763,"Chromogenic color print, printed 1990",Photograph,"Bert Bochove, the Netherlands/United States from the series Rescuers of the Holocaust",Gay Block,607,http://www.moma.org/media/W1siZiIsIjIwMTkxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=15135aedf6cc764f,blue
51013,"Gelatin silver print, printed c. 1958",Photograph,"Tractored Out, Childress County, Texas",Dorothea Lange,3373,http://www.moma.org/media/W1siZiIsIjEzMzc2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=daf92d70b5a42b1a,blue
51107,"Chromogenic color print, printed 1991",Photograph,"Gertrud Luckner, Germany from the series Rescuers of the Holocaust",Gay Block,607,http://www.moma.org/media/W1siZiIsIjIwMTkyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=81db3490d45d0bd2,blue
51625,Fresson color print,Photograph,Ruby,Sheila Metzner,3950,http://www.moma.org/media/W1siZiIsIjIwMTE5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9aa5ace9a5ea10aa,blue
51709,Waxed-paper negative,Photograph,The Temple of Ramses II,John Shaw Smith,23962,http://www.moma.org/media/W1siZiIsIjIwNzI1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=044ec58725acbfef,blue
51791,Book of platinum prints,Photograph,The Cloud,Alvin Langdon Coburn,1164,http://www.moma.org/media/W1siZiIsIjE4ODYyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c4b554ffa58a2ad4,blue
51810,Two gelatin silver prints,Photograph,Mystery #18,Mac Adams,8252,http://www.moma.org/media/W1siZiIsIjIzOTU5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea63e915533fab47,blue
33167,Oil on cardboard,Painting,Fire in the Evening,Paul Klee,3130,http://www.moma.org/media/W1siZiIsIjE3Njc2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0c57b375807d1f87,red
33424,Oil and collage on cardboard over wood with painted plaster border,Painting,Portrait of an Equilibrist,Paul Klee,3130,http://www.moma.org/media/W1siZiIsIjE3OTI4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=580fa5bb76eff44f,red
34481,"Oil, charcoal and pinned paper on canvas",Painting,Guitar,Pablo Picasso,4609,http://www.moma.org/media/W1siZiIsIjE1MDQ2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=17d34f53cc1e6fa3,red
35396,"Shingles, needlepoint, page from Concordance, pressed flowers and ferns mounted on cloth-covered wood",Painting,Grandmother,Arthur Dove,1602,http://www.moma.org/media/W1siZiIsIjI0NzA5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=093d454bd551973d,red
36110,Oil and enamel paint on cardboard,Painting,"""M'Amenez-y""",Francis Picabia,4607,http://www.moma.org/media/W1siZiIsIjMzNjY1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f29d885c0b373bbd,red
73035,Oil on canvas,Painting,Daylight Savings Time,Pierre Roy,5065,http://www.moma.org/media/W1siZiIsIjIzMzkzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=96820bf47e072d6c,red
73043,Egg tempera and enamel on canvas,Painting,The Voice,Barnett Newman,4285,http://www.moma.org/media/W1siZiIsIjIwMjM3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=67296c15ee0c9e2d,red
73047,"Pigment on cellulose acetate on plywood panel, two sheets",Painting,Transparency,James Edward Davis,1408,http://www.moma.org/media/W1siZiIsIjEwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fe03503c43d27da4,red
73053,Gesso and oil on canvas,Painting,Delight,Hans Hofmann,2698,http://www.moma.org/media/W1siZiIsIjE1NzQ2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5ac842c93d403a85,red
73054,Oil on wood,Painting,Portrait of Meijer de Haan,Paul Gauguin,2098,http://www.moma.org/media/W1siZiIsIjE1MTI0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ece0cc1cf4af0e15,red
73057,Color crayon on gesso on board,Painting,Woman in Striped Dress,James Francis Gill,2159,http://www.moma.org/media/W1siZiIsIjE3NjcyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1791231466bd1719,red
73058,Casein on board,Painting,Small Figure on Blue,Michael Gross,2365,http://www.moma.org/media/W1siZiIsIjE3Nzc1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cad11d18bfb6ad7c,red
73060,"Oilstick, gesso, and acrylic on canvas mounted on wood",Painting,White #19,Glenn Ligon,6902,http://www.moma.org/media/W1siZiIsIjQ2Njg3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d9e22de58764180d,red
73062,Oil and tempera on wood,Painting,Dr. Mayer-Hermann,Otto Dix,1559,http://www.moma.org/media/W1siZiIsIjE1MTMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7aac6dfb4fb66e06,red
73067,Synthetic polymer paint on shaped canvas over wood framework,Painting,Poltergeist,Charles Hinman,2658,http://www.moma.org/media/W1siZiIsIjIwOTk4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=68a0eebec1c364c0,red
